ScientificName,Kingdom,Kingdom_C,Phylum,Phylum_C,Class,Orders,Order_C,Family,Family_C,Genus,Collector,ForestConservation,Latitude,Longitude
Tephrosia toxicaria (Sw.) Pers.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Tephrosia,金平 亮三,0,0.00,0.00
Cyperus tegetiformis Roxb.,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Cyperales,莎草目,Cyperaceae,莎草科,Cyperus,川上 瀧彌,0,0.00,0.00
Crossostephium artemisioides Less.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Crossostephium,川上 瀧彌,0,0.00,0.00
Atylosia scarabaeoides (L.) Benth.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Atylosia,林宏,0,0.00,0.00
Carex pseudo-japonica Hayata,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Cyperales,莎草目,Cyperaceae,莎草科,Carex,,0,0.00,0.00
Acacia sinuata (Lour.) Merr.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Acacia,本草社,0,0.00,0.00
Hibiscus syriacus L. forma albus-plenus Loudon,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Malvales,錦葵目,Malvaceae,錦葵科,Hibiscus,本草社,0,0.00,0.00
Cyperus nutans Vahl,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Cyperales,莎草目,Cyperaceae,莎草科,Cyperus,陳添財,0,0.00,0.00
Cyperus megalanthus (K&uuml；k.) G. C. Tucker,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Cyperales,莎草目,Cyperaceae,莎草科,Cyperus,本草社,0,0.00,0.00
Trichomanes auriculatum Blume,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Hymenophyllaceae,膜蕨科,Trichomanes,川上 瀧彌,0,0.00,0.00
Rhynchospora gracillima Thwaites,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Cyperales,莎草目,Cyperaceae,莎草科,Rhynchospora,本草社,0,0.00,0.00
Cyperus orthostachyus Franch. & Sav.,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Cyperales,莎草目,Cyperaceae,莎草科,Cyperus,本草社,0,0.00,0.00
Cassia grandiflora Desf.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Cassia,蔡錦文,0,0.00,0.00
Malvastrum americanum Torr.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Malvales,錦葵目,Malvaceae,錦葵科,Malvastrum,本草社,0,0.00,0.00
Conyza sumatrensis (Retz.) Walker,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Conyza,本草社,0,0.00,0.00
Argyranthemum frutescens (L.) Sch. Bip.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Argyranthemum,本草社,0,0.00,0.00
Uraria lagopodioides (L.) Desv.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Uraria,本草採集社,0,0.00,0.00
Ageratina adenophora (Spreng.) R. M. King & H. Rob.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Ageratina,鍾明哲,0,0.00,0.00
Convallaria sp.,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Liliales,百合目,Liliaceae,百合科,Convallaria,楊朝廣,0,0.00,0.00
Millettia taiwaniana (Matsum.) Hayata,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Millettia,早田 文藏,0,0.00,0.00
Swainsona sp.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Swainsona,張珍萬,0,0.00,0.00
Urena lobata Linn. var. chinensis (Osbeck) S.Y. Hu,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Malvales,錦葵目,Malvaceae,錦葵科,Urena,本草採集隊,0,0.00,0.00
Rhynchospora malasica C. B. Clarke,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Cyperales,莎草目,Cyperaceae,莎草科,Rhynchospora,牧野 富太郎,0,0.00,0.00
Rhynchospora chinensis Nees & Meyen. ex Nees,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Cyperales,莎草目,Cyperaceae,莎草科,Rhynchospora,,0,0.00,0.00
Schoenoplectus sp.,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Cyperales,莎草目,Cyperaceae,莎草科,Schoenoplectus,譚策銘,0,0.00,0.00
Ainsliaea plantaginifolia Mattf.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Ainsliaea,本草採集隊,0,0.00,0.00
Rhynchospora brownii Romer & Schultes,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Cyperales,莎草目,Cyperaceae,莎草科,Rhynchospora,島田 彌市,0,0.00,0.00
Cyperus laxus Lam.,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Cyperales,莎草目,Cyperaceae,莎草科,Cyperus,勝間田 善作,0,0.00,0.00
Cyperus tenuispica Steudel,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Cyperales,莎草目,Cyperaceae,莎草科,Cyperus,牧野 富太郎,0,0.00,0.00
Hymenophyllum parallelocarpum Hayata,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Hymenophyllaceae,膜蕨科,Hymenophyllum,早田 文藏,0,0.00,0.00
Desmodium styracifolium (Osbeck) Merr.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Desmodium,覃德海,0,0.00,0.00
Spilanthes sp.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Spilanthes,吳仨,0,0.00,0.00
Eleocharis atropurpurea (Retz.) Presl,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Cyperales,莎草目,Cyperaceae,莎草科,Eleocharis,呂碧鳳,0,0.00,0.00
Tricyrtis lasiocarpa Matsum.,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Liliales,百合目,Liliaceae,百合科,Tricyrtis,鍾明哲,0,0.00,0.00
Epaltes sp.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Epaltes,林春吉,0,0.00,0.00
Mimosa diplotricha C. Wright ex Sauvalle,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Mimosa,曾景亮,0,0.00,0.00
Clitoria sp.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Clitoria,曾景亮,0,0.00,0.00
Tephrosia sp.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Tephrosia,曾景亮,0,0.00,0.00
Centrosema sp.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Centrosema,曾景亮,0,0.00,0.00
Crotalaria juncea L.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Crotalaria,曾景亮,0,0.00,0.00
Carex sclerocarpa Franch.,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Cyperales,莎草目,Cyperaceae,莎草科,Carex,孫偉,0,0.00,0.00
Parathelypteris chingii K. H. Shing & J. F. Cheng,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Thelypteridaceae,金星蕨科,Parathelypteris,龍川,0,0.00,0.00
Aster morrisonensis Hayata,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Aster,李祖文,0,24.37,121.35
Tricyrtis suzukii Masamune,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Liliales,百合目,Liliaceae,百合科,Tricyrtis,李祖文,0,24.22,121.62
Hibiscus tiliaceus 'Peculiar leaved',Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Malvales,錦葵目,Malvaceae,錦葵科,Hibiscus,呂勝由,0,25.03,121.50
Thelypteris connectilis,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Thelypteridaceae,金星蕨科,Thelypteris,,0,0.00,0.00
Senecio morrisonensis Hayata var. dentata Kitamura,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Senecio,劉淑娟,0,24.38,121.38
Thelipteris  dentata dentata,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Thelypteridaceae,金星蕨科,Thelipteris,,0,0.00,0.00
Viburnum taiwanianum Hayata,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Dipsacales,續斷目,Caprifoliaceae,忍冬科,Viburnum,王震哲,0,0.00,0.00
Thelypteris heterocarpa,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Thelypteridaceae,金星蕨科,Thelypteris,川上 瀧彌,0,0.00,0.00
Thelypteris ferox (Bl.) Kuntye,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Thelypteridaceae,金星蕨科,Thelypteris,,0,0.00,0.00
Thelypteris  parasitica parasitica,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Thelypteridaceae,金星蕨科,Thelypteris,,0,0.00,0.00
Thelypteris  parasitica Kuntye parasitica Kuntye,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Thelypteridaceae,金星蕨科,Thelypteris,島田 彌市,0,0.00,0.00
Parathelypteris castanea (Tagawa),Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Thelypteridaceae,金星蕨科,Parathelypteris,島田 彌市,0,25.14,121.54
Cephalomanes laciniatum (Roxb.) DeVol,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Hymenophyllaceae,膜蕨科,Cephalomanes,唐凱軍,0,0.00,0.00
Thelypteris backeri,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Thelypteridaceae,金星蕨科,Thelypteris,川上 瀧彌,0,0.00,0.00
Glossogyne tenuifolia (Labill.) Cass.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Glossogyne,王穗銀,0,0.00,0.00
Viburnum taitoense 'Mini',Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Dipsacales,續斷目,Caprifoliaceae,忍冬科,Viburnum,呂勝由,0,25.03,121.50
Ainsliaea walkeri Hook. f.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Ainsliaea,陳葯工,0,0.00,0.00
Senecio fukienensis Ling ex C. Jeffrey & Y. L. Chen,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Senecio,黃淮,0,0.00,0.00
Adenocaulon himalaicum Edgew.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Adenocaulon,朱大海,0,0.00,0.00
Sinacalia sp.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Sinacalia,朱大海,0,0.00,0.00
Dumasia sp.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Dumasia,朱大海,0,0.00,0.00
Cremanthodium sp.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Cremanthodium,朱大海,0,0.00,0.00
Lonicera similis Hemsl. var. delavayi (Franch.) Rehder,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Dipsacales,續斷目,Caprifoliaceae,忍冬科,Lonicera,朱大海,0,0.00,0.00
Turczaninovia sp.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Turczaninovia,朱大海,0,0.00,0.00
Lactuca sororia Miq.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Lactuca,龍川,0,0.00,0.00
Lonicera reticulata Champ. ex Benth.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Dipsacales,續斷目,Caprifoliaceae,忍冬科,Lonicera,龍川,0,0.00,0.00
Crossocephalum crepidioides (Benth.) S. Moore,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Crossocephalum,朱大海,0,0.00,0.00
Viburnum cinnamomifolium Rehder,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Dipsacales,續斷目,Caprifoliaceae,忍冬科,Viburnum,朱大海,0,0.00,0.00
Aletris pedicellata F. T. Wang & Ts. Tang,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Liliales,百合目,Liliaceae,百合科,Aletris,朱大海,0,0.00,0.00
Abelia engleriana (Graebn.) Rehder,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Dipsacales,續斷目,Caprifoliaceae,忍冬科,Abelia,朱大海,0,0.00,0.00
Cyperus procerus Rottb.,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Cyperales,莎草目,Cyperaceae,莎草科,Cyperus,林春吉,0,24.75,121.77
Cyperus papyrus L.,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Cyperales,莎草目,Cyperaceae,莎草科,Cyperus,劉淑娟,0,25.06,121.32
Cyperus bifax C. B. Clarke,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Cyperales,莎草目,Cyperaceae,莎草科,Cyperus,黃曜謀,0,24.98,121.10
Cyperus surinamensis Rottb.,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Cyperales,莎草目,Cyperaceae,莎草科,Cyperus,林春吉,0,24.50,120.78
Cyperus eragrostis Vahl,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Cyperales,莎草目,Cyperaceae,莎草科,Cyperus,林春吉,0,0.00,0.00
Eupatorium japonicum Thunb. var. tripartitum Makino,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Eupatorium,龍川,0,0.00,0.00
Bidens tripartita Bigel.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Bidens,許天銓,0,25.17,121.60
Pseudoelephantopus spicatus (B. Juss. ex Aubl.) Rohr ex Gleason,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Pseudoelephantopus,許天銓,0,22.03,120.90
Picea sp.,Plantae,植物界,Coniferophyta,毬果門,Pinopsida,Pinales,松杉目,Pinaceae,松科,Picea,譚策銘,0,0.00,0.00
Smilax ferox Wall. ex Kunth,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Liliales,百合目,Liliaceae,百合科,Smilax,劉正宇,0,29.02,107.00
Calliandra surinamensis Benth.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Calliandra,黃曜謀,0,24.27,121.23
Trillium morii Hayata,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Liliales,百合目,Liliaceae,百合科,Trillium,森 丑之助,0,0.00,0.00
Aeschynomene sensitiva Sw.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Aeschynomene,曾景亮,0,0.00,0.00
Peliosanthes tashiroi Hayata,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Liliales,百合目,Liliaceae,百合科,Peliosanthes,川上 瀧彌,0,0.00,0.00
Peliosanthes arisanensis Hayata,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Liliales,百合目,Liliaceae,百合科,Peliosanthes,早田 文藏,0,0.00,0.00
Paris lancifolia Hayata,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Liliales,百合目,Liliaceae,百合科,Paris,川上 瀧彌,0,0.00,0.00
Cassia mimosoides L. subsp. leschenaultiana (DC.) Ohashi,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Cassia,曾景亮,0,23.62,120.45
Allium morrisonense Hayata,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Liliales,百合目,Liliaceae,百合科,Allium,川上 瀧彌,0,0.00,0.00
Desmodium multiflorum DC.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Desmodium,曾景亮,0,23.58,120.58
Desmodium scorpiurus (Sw.) Desv.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Desmodium,曾景亮,0,22.97,120.18
Onobrychis supina (Chaix) DC.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Onobrychis,,0,0.00,0.00
Onobrychis stenorhiza DC.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Onobrychis,,0,0.00,0.00
Hedysarum boveanum Bunge ex Basiner subsp. europaeum Guitt. & Kergu&eacute；len,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Hedysarum,,0,0.00,0.00
Tephrosia ionophlebia Hayata,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Tephrosia,曾景亮,0,22.97,120.18
Onobrychis matritensis Boiss. & Reuter,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Onobrychis,,0,0.00,0.00
Genista ausetana (O. Bol&ograve；s & Vigo) Talavera,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Genista,,0,0.35,40.25
Genista triacanthos Brotero,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Genista,,0,0.00,0.00
Onobrychis argentea Boiss. subsp. hispanica (Sirj.) P. W. Ball,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Onobrychis,,0,0.00,0.00
Doronicum grandiflorum Lam.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Doronicum,,0,0.00,0.00
Pseudocyclosorus paraochthodes Ching ex K. H. Shing & J. F. Cheng,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Thelypteridaceae,金星蕨科,Pseudocyclosorus,譚策銘,0,0.00,0.00
Trichomanes grande Copel.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Hymenophyllaceae,膜蕨科,Trichomanes,,0,0.00,0.00
Trichomanes grandeCopel.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Hymenophyllaceae,膜蕨科,Trichomanes,,0,0.00,0.00
Trichomanes gemmatum J. Sm.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Hymenophyllaceae,膜蕨科,Trichomanes,,0,0.00,0.00
Cassia obtusifolia L.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Cassia,譚策銘,0,0.00,0.00
Hymenophyllum dilatatum sw.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Hymenophyllaceae,膜蕨科,Hymenophyllum,,0,0.00,0.00
Vigna vexillata (L.) A. Rich.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Vigna,董安淼,0,0.00,0.00
Smilax glauco-china Warb. ex Diels,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Liliales,百合目,Liliaceae,百合科,Smilax,譚策銘,0,0.00,0.00
Syneilesis sp.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Syneilesis,呂碧鳳,0,24.48,120.95
Gleditsia vestita Chun & How ex B. G. Li,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Gleditsia,李明紅,0,0.00,0.00
Glycine arenaria Tindale,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Glycine,,0,-15.77,128.75
Pinus tabulaeformis Carr.,Plantae,植物界,Coniferophyta,毬果門,Pinopsida,Pinales,松杉目,Pinaceae,松科,Pinus,李明紅,0,0.00,0.00
Acacia mearnsii De Wild.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Acacia,譚策銘,0,0.00,0.00
Hibiscus tiliaceus 'Reddish Brown Leaf',Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Malvales,錦葵目,Malvaceae,錦葵科,Hibiscus,呂勝由,0,25.03,121.50
Coreopsis grandiflora Hogg ex Sweet,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Coreopsis,譚策銘,0,0.00,0.00
Tricyrtis bakerii Koidz.,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Liliales,百合目,Liliaceae,百合科,Tricyrtis,胡忠輝,0,0.00,0.00
Desmodium podocarpum DC. var. oxyphyllum (DC.) Yang et Huang,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Desmodium,胡忠輝,0,0.00,0.00
Abies cephalonica Link,Plantae,植物界,Coniferophyta,毬果門,Pinopsida,Pinales,松杉目,Pinaceae,松科,Abies,,0,0.00,0.00
Neurolaena lobata (L.) R. Br. ex Cass.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Neurolaena,何其忠,0,0.00,0.00
Lasianthaea fruticosa (L.) K. M. Becker,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Lasianthaea,何其忠,0,0.00,0.00
Lopimia dasypetala (Turcz.) Standl.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Malvales,錦葵目,Malvaceae,錦葵科,Lopimia,何其忠,0,0.00,0.00
Desmodium cajanifolium (Kunth) DC.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Desmodium,何其忠,0,0.00,0.00
Viburnum koreanum Nakai,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Dipsacales,續斷目,Caprifoliaceae,忍冬科,Viburnum,曹子余,0,0.00,0.00
Lonicera maximowiczii (Rupr.) Regel,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Dipsacales,續斷目,Caprifoliaceae,忍冬科,Lonicera,曹子余,0,0.00,0.00
Streptopus streptopoides (Ledeb.) Frye & Rigg var. koreanus (Kom.) Kitag.,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Liliales,百合目,Liliaceae,百合科,Streptopus,曹子余,0,0.00,0.00
Hedysarum ussuriense Schischkin & Komarov,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Hedysarum,曹子余,0,0.00,0.00
Viburnum henryi Hemsl.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Dipsacales,續斷目,Caprifoliaceae,忍冬科,Viburnum,莫華,0,0.00,0.00
Clintonia udensis Trautv. & C. A. Mey.,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Liliales,百合目,Liliaceae,百合科,Clintonia,曹子余,0,0.00,0.00
Viburnum macrocephalum Fortune forma keteleeri (Carriere) Rehder,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Dipsacales,續斷目,Caprifoliaceae,忍冬科,Viburnum,朱秋桂,0,0.00,0.00
Myriactis nepalensis Less.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Myriactis,莫華,0,0.00,0.00
Ixeris stolonifera A. Gray,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Ixeris,朱秋桂,0,0.00,0.00
